state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,year,month,season,state_code,district_code,market_code,commodity_code,variety_code,grade_code,price_difference
gujarat,surat,mahuva(anaval),mango,keshar,medium,2025-05-19,4750,5250,5000,2025,5,zaid,1,10,12,14,118,3,500
gujarat,surat,surat,beetroot,other,faq,2025-05-19,1300,1900,1600,2025,5,zaid,1,10,13,58,4,1,600
gujarat,surat,surat,cluster beans,other,faq,2025-05-19,3500,7500,5500,2025,5,zaid,1,10,13,33,4,1,4000
gujarat,surat,surat,french beans (frasbean),other,faq,2025-05-19,8000,9000,8500,2025,5,zaid,1,10,13,45,4,1,1000
gujarat,surat,surat,groundnut pods (raw),other,faq,2025-05-19,3000,4800,3900,2025,5,zaid,1,10,13,102,4,1,1800
gujarat,surat,surat,little gourd (kundru),other,faq,2025-05-19,2500,5000,3750,2025,5,zaid,1,10,13,28,4,1,2500
gujarat,surat,surat,pegeon pea (arhar fali),other,faq,2025-05-19,5000,12500,8750,2025,5,zaid,1,10,13,103,4,1,7500
gujarat,surat,surat,pumpkin,other,faq,2025-05-19,700,1200,950,2025,5,zaid,1,10,13,64,4,1,500
gujarat,surat,surat,tomato,other,faq,2025-05-19,600,2000,1300,2025,5,zaid,1,10,13,9,4,1,1400
gujarat,surendranagar,dhragradhra,ajwan,ajwan,faq,2025-05-19,6330,6330,6330,2025,5,zaid,1,11,14,104,119,1,0
gujarat,surendranagar,dhragradhra,guar seed(cluster beans seed),whole,faq,2025-05-19,3995,4555,4400,2025,5,zaid,1,11,14,105,120,1,560
gujarat,surendranagar,dhragradhra,mustard,mustard,faq,2025-05-19,5040,5160,5125,2025,5,zaid,1,11,14,5,121,1,120
gujarat,surendranagar,dhragradhra,mustard,sarson(black),faq,2025-05-19,5890,5890,5890,2025,5,zaid,1,11,14,5,122,1,0
gujarat,surendranagar,vadhvan,amaranthus,amaranthus,faq,2025-05-19,1500,2000,1750,2025,5,zaid,1,11,15,56,123,1,500
gujarat,surendranagar,vadhvan,banana - green,banana - green,faq,2025-05-19,1000,1500,1250,2025,5,zaid,1,11,15,57,52,1,500
gujarat,surendranagar,vadhvan,bitter gourd,bitter gourd,faq,2025-05-19,3500,4000,3750,2025,5,zaid,1,11,15,54,56,1,500
gujarat,surendranagar,vadhvan,brinjal,brinjal,faq,2025-05-19,2500,3500,3000,2025,5,zaid,1,11,15,30,48,1,1000
gujarat,surendranagar,vadhvan,garlic,garlic,faq,2025-05-19,10000,10500,10250,2025,5,zaid,1,11,15,50,49,1,500
gujarat,surendranagar,vadhvan,mango (raw-ripe),mango - raw-ripe,faq,2025-05-19,1500,2000,1750,2025,5,zaid,1,11,15,41,36,1,500
gujarat,surendranagar,vadhvan,peas wet,peas wet,faq,2025-05-19,8500,9000,8750,2025,5,zaid,1,11,15,42,37,1,500
gujarat,vadodara(baroda),padra,bitter gourd,other,faq,2025-05-19,3000,3500,3250,2025,5,zaid,1,12,16,54,4,1,500
gujarat,vadodara(baroda),padra,cowpea(veg),other,faq,2025-05-19,3500,4000,3750,2025,5,zaid,1,12,16,59,4,1,500
gujarat,vadodara(baroda),padra,green chilli,green chilly,faq,2025-05-19,1500,3000,2250,2025,5,zaid,1,12,16,36,29,1,1500
haryana,fatehabad,fatehabad,chikoos(sapota),other,large,2025-05-19,2000,2000,2000,2025,5,zaid,2,13,17,32,4,4,0
haryana,gurgaon,gurgaon,cauliflower,other,faq,2025-05-19,1000,2000,1500,2025,5,zaid,2,14,18,16,4,1,1000
haryana,gurgaon,gurgaon,mango,other,large,2025-05-19,3000,5000,4000,2025,5,zaid,2,14,18,14,4,4,2000
haryana,gurgaon,gurgaon,potato,other,faq,2025-05-19,800,1000,900,2025,5,zaid,2,14,18,31,4,1,200
haryana,gurgaon,gurgaon,potato,other,non-faq,2025-05-19,700,900,800,2025,5,zaid,2,14,18,31,4,2,200
haryana,gurgaon,gurgaon,tomato,other,faq,2025-05-19,1000,1200,1100,2025,5,zaid,2,14,18,9,4,1,200
haryana,gurgaon,gurgaon,water melon,other,large,2025-05-19,800,1000,900,2025,5,zaid,2,14,18,39,4,4,200
haryana,hissar,barwala(hisar),karbuja(musk melon),other,medium,2025-05-19,1250,1300,1300,2025,5,zaid,2,15,184,37,4,3,50
haryana,hissar,barwala(hisar),potato,other,faq,2025-05-19,800,1000,900,2025,5,zaid,2,15,184,31,4,1,200
haryana,hissar,hansi,spinach,other,faq,2025-05-19,1000,1500,1300,2025,5,zaid,2,15,19,34,4,1,500
haryana,kaithal,dhand,tomato,deshi,faq,2025-05-19,1000,1100,1080,2025,5,zaid,2,16,20,9,35,1,100
haryana,kurukshetra,pehowa,potato,other,faq,2025-05-19,500,800,600,2025,5,zaid,2,127,185,31,4,1,300
haryana,kurukshetra,pipli,onion,local,faq,2025-05-19,305,955,820,2025,5,zaid,2,127,186,12,7,1,650
haryana,mahendragarh-narnaul,narnaul,cabbage,cabbage,faq,2025-05-19,1000,1000,1000,2025,5,zaid,2,17,21,55,53,1,0
haryana,mahendragarh-narnaul,narnaul,cauliflower,cauliflower,faq,2025-05-19,2000,2000,2000,2025,5,zaid,2,17,21,16,67,1,0
haryana,mahendragarh-narnaul,narnaul,onion,onion,faq,2025-05-19,800,1000,1000,2025,5,zaid,2,17,21,12,9,1,200
haryana,mahendragarh-narnaul,narnaul,pointed gourd (parval),pointed gourd (parval),faq,2025-05-19,2000,2000,2000,2025,5,zaid,2,17,21,15,69,1,0
haryana,mahendragarh-narnaul,narnaul,potato,potato,faq,2025-05-19,1200,1200,1200,2025,5,zaid,2,17,21,31,51,1,0
haryana,mahendragarh-narnaul,narnaul,tender coconut,tender coconut,medium,2025-05-19,5000,5000,5000,2025,5,zaid,2,17,21,106,124,3,0
haryana,mahendragarh-narnaul,narnaul,tinda,tinda,faq,2025-05-19,2000,3000,2500,2025,5,zaid,2,17,21,26,21,1,1000
haryana,mahendragarh-narnaul,narnaul,tomato,tomato,faq,2025-05-19,500,1000,600,2025,5,zaid,2,17,21,9,10,1,500
haryana,mewat,ferozpurzirkha(nagina),banana,other,small,2025-05-19,2000,2400,2200,2025,5,zaid,2,18,22,40,4,5,400
haryana,mewat,ferozpurzirkha(nagina),mango,other,small,2025-05-19,4000,5000,4500,2025,5,zaid,2,18,22,14,4,5,1000
haryana,mewat,punhana,tomato,other,faq,2025-05-19,800,800,800,2025,5,zaid,2,18,23,9,4,1,0
haryana,mewat,tauru,banana,other,medium,2025-05-19,2000,2000,2000,2025,5,zaid,2,18,24,40,4,3,0
haryana,mewat,tauru,green chilli,green chilly,faq,2025-05-19,2000,2000,2000,2025,5,zaid,2,18,24,36,29,1,0
haryana,rohtak,meham,bhindi(ladies finger),bhindi,faq,2025-05-19,2000,2000,2000,2025,5,zaid,2,21,28,11,8,1,0
haryana,rohtak,meham,potato,other,faq,2025-05-19,700,800,750,2025,5,zaid,2,21,28,31,4,1,100
haryana,sonipat,ganaur,cabbage,cabbage,faq,2025-05-19,800,1000,1000,2025,5,zaid,2,22,29,55,53,1,200
haryana,sonipat,ganaur,capsicum,capsicum,faq,2025-05-19,2000,2500,2200,2025,5,zaid,2,22,29,44,40,1,500
haryana,sonipat,ganaur,coriander(leaves),coriander,faq,2025-05-19,2400,2500,2400,2025,5,zaid,2,22,29,1,1,1,100
haryana,sonipat,ganaur,cucumbar(kheera),cucumbar,faq,2025-05-19,1400,1500,1400,2025,5,zaid,2,22,29,8,42,1,100
haryana,sonipat,ganaur,ginger(green),green ginger,faq,2025-05-19,6500,7000,6800,2025,5,zaid,2,22,29,27,24,1,500
haryana,sonipat,ganaur,pumpkin,pumpkin,faq,2025-05-19,800,1000,1000,2025,5,zaid,2,22,29,64,61,1,200
haryana,sonipat,gohana,brinjal,other,faq,2025-05-19,1500,2500,2000,2025,5,zaid,2,22,30,30,4,1,1000
haryana,sonipat,gohana,green chilli,other,faq,2025-05-19,2000,4000,3000,2025,5,zaid,2,22,30,36,4,1,2000
haryana,sonipat,gohana,water melon,other,large,2025-05-19,800,1500,1000,2025,5,zaid,2,22,30,39,4,4,700
haryana,yamuna nagar,radaur,banana,other,medium,2025-05-19,2800,3200,3000,2025,5,zaid,2,23,31,40,4,3,400
haryana,yamuna nagar,radaur,lemon,other,faq,2025-05-19,4000,5000,4500,2025,5,zaid,2,23,31,25,4,1,1000
haryana,yamuna nagar,radaur,mousambi(sweet lime),other,medium,2025-05-19,3000,3200,3100,2025,5,zaid,2,23,31,29,4,3,200
haryana,yamuna nagar,radaur,water melon,other,medium,2025-05-19,500,700,600,2025,5,zaid,2,23,31,39,4,3,200
haryana,yamuna nagar,sadhaura,apple,other,medium,2025-05-19,12000,12000,12000,2025,5,zaid,2,23,32,49,4,3,0
haryana,yamuna nagar,sadhaura,bottle gourd,bottle gourd,faq,2025-05-19,350,450,400,2025,5,zaid,2,23,32,7,26,1,100
himachal pradesh,chamba,chamba,bitter gourd,other,faq,2025-05-19,3000,3500,3250,2025,5,zaid,3,24,33,54,4,1,500
himachal pradesh,chamba,chamba,bottle gourd,other,faq,2025-05-19,1600,1800,1700,2025,5,zaid,3,24,33,7,4,1,200
himachal pradesh,chamba,chamba,brinjal,other,faq,2025-05-19,2000,2200,2100,2025,5,zaid,3,24,33,30,4,1,200
himachal pradesh,chamba,chamba,cabbage,other,faq,2025-05-19,1200,1400,1300,2025,5,zaid,3,24,33,55,4,1,200
himachal pradesh,chamba,chamba,lemon,lemon,faq,2025-05-19,12000,14000,13000,2025,5,zaid,3,24,33,25,20,1,2000
himachal pradesh,chamba,chamba,water melon,other,medium,2025-05-19,1800,2000,1900,2025,5,zaid,3,24,33,39,4,3,200
himachal pradesh,hamirpur,hamirpur,bhindi(ladies finger),other,faq,2025-05-19,3000,3500,3200,2025,5,zaid,3,25,34,11,4,1,500
himachal pradesh,hamirpur,hamirpur,capsicum,other,faq,2025-05-19,3000,3200,3100,2025,5,zaid,3,25,34,44,4,1,200
himachal pradesh,hamirpur,hamirpur,green chilli,other,faq,2025-05-19,4000,5000,4500,2025,5,zaid,3,25,34,36,4,1,1000
himachal pradesh,hamirpur,hamirpur,mousambi(sweet lime),other,medium,2025-05-19,7000,7000,7000,2025,5,zaid,3,25,34,29,4,3,0
himachal pradesh,kangra,dharamshala,capsicum,other,faq,2025-05-19,2800,3000,2900,2025,5,zaid,3,26,35,44,4,1,200
himachal pradesh,kangra,dharamshala,tomato,other,faq,2025-05-19,1200,1400,1300,2025,5,zaid,3,26,35,9,4,1,200
himachal pradesh,kangra,kangra,apple,other,medium,2025-05-19,15000,20000,17000,2025,5,zaid,3,26,36,49,4,3,5000
himachal pradesh,kangra,kangra,cabbage,other,faq,2025-05-19,1000,1200,1100,2025,5,zaid,3,26,36,55,4,1,200
himachal pradesh,kangra,kangra,capsicum,other,faq,2025-05-19,2500,3000,2700,2025,5,zaid,3,26,36,44,4,1,500
himachal pradesh,kangra,kangra,garlic,average,faq,2025-05-19,8000,9000,8500,2025,5,zaid,3,26,36,50,44,1,1000
himachal pradesh,kangra,kangra,ginger(green),other,faq,2025-05-19,5500,6000,5700,2025,5,zaid,3,26,36,27,4,1,500
himachal pradesh,kangra,kangra,guava,other,medium,2025-05-19,10000,11000,10000,2025,5,zaid,3,26,36,77,4,3,1000
himachal pradesh,kangra,kangra,mousambi(sweet lime),other,medium,2025-05-19,5000,6000,5500,2025,5,zaid,3,26,36,29,4,3,1000
himachal pradesh,kangra,kangra,pineapple,other,medium,2025-05-19,4000,5000,4500,2025,5,zaid,3,26,36,79,4,3,1000
himachal pradesh,kangra,kangra,potato,other,faq,2025-05-19,1200,1600,1400,2025,5,zaid,3,26,36,31,4,1,400
himachal pradesh,kangra,kangra,pumpkin,other,faq,2025-05-19,1000,1500,1200,2025,5,zaid,3,26,36,64,4,1,500
himachal pradesh,kangra,kangra,raddish,other,faq,2025-05-19,4000,5000,4500,2025,5,zaid,3,26,36,70,4,1,1000
himachal pradesh,kangra,kangra(baijnath),green chilli,green chilly,faq,2025-05-19,3000,3500,3300,2025,5,zaid,3,26,37,36,29,1,500
himachal pradesh,kangra,kangra(baijnath),mango,dusheri,medium,2025-05-19,7000,7500,7200,2025,5,zaid,3,26,37,14,125,3,500
himachal pradesh,kangra,kangra(baijnath),papaya,other,medium,2025-05-19,3500,3700,3600,2025,5,zaid,3,26,37,46,4,3,200
himachal pradesh,kangra,kangra(baijnath),pomegranate,other,medium,2025-05-19,11500,13000,12300,2025,5,zaid,3,26,37,35,4,3,1500
himachal pradesh,kangra,kangra(baijnath),spinach,other,faq,2025-05-19,2500,3000,2700,2025,5,zaid,3,26,37,34,4,1,500
himachal pradesh,kangra,kangra(jaisinghpur),brinjal,brinjal,faq,2025-05-19,2000,2200,2100,2025,5,zaid,3,26,38,30,48,1,200
himachal pradesh,kangra,kangra(jaisinghpur),cauliflower,cauliflower,faq,2025-05-19,4800,5200,5000,2025,5,zaid,3,26,38,16,67,1,400
himachal pradesh,kangra,kangra(jaisinghpur),coriander(leaves),coriander,faq,2025-05-19,4000,4200,4100,2025,5,zaid,3,26,38,1,1,1,200
himachal pradesh,kangra,kangra(jaisinghpur),ginger(green),green ginger,faq,2025-05-19,6500,7500,7000,2025,5,zaid,3,26,38,27,24,1,1000
himachal pradesh,kangra,kangra(jaisinghpur),lemon,lemon,faq,2025-05-19,8500,9500,9000,2025,5,zaid,3,26,38,25,20,1,1000
himachal pradesh,kangra,kangra(jaisinghpur),onion,1st sort,faq,2025-05-19,1800,1900,1850,2025,5,zaid,3,26,38,12,81,1,100
himachal pradesh,kangra,kangra(jaisinghpur),papaya,other,medium,2025-05-19,4200,4600,4400,2025,5,zaid,3,26,38,46,4,3,400
himachal pradesh,kangra,kangra(jaisinghpur),tomato,tomato,faq,2025-05-19,1500,1800,1700,2025,5,zaid,3,26,38,9,10,1,300
himachal pradesh,kangra,kangra(nagrota bagwan),banana,amruthapani,medium,2025-05-19,4000,4500,4200,2025,5,zaid,3,26,39,40,126,3,500
himachal pradesh,kangra,kangra(nagrota bagwan),bitter gourd,bitter gourd,faq,2025-05-19,1800,2500,2000,2025,5,zaid,3,26,39,54,56,1,700
himachal pradesh,kangra,kangra(nagrota bagwan),bottle gourd,bottle gourd,faq,2025-05-19,1000,1500,1200,2025,5,zaid,3,26,39,7,26,1,500
himachal pradesh,kangra,kangra(nagrota bagwan),carrot,carrot,faq,2025-05-19,1600,2000,1800,2025,5,zaid,3,26,39,22,17,1,400
himachal pradesh,kangra,kangra(nagrota bagwan),ginger(green),green ginger,faq,2025-05-19,5500,6000,5700,2025,5,zaid,3,26,39,27,24,1,500
himachal pradesh,kangra,kangra(nagrota bagwan),guava,guava,medium,2025-05-19,9000,10000,9500,2025,5,zaid,3,26,39,77,74,3,1000
himachal pradesh,kangra,kangra(nagrota bagwan),mango,other,medium,2025-05-19,4500,7500,5500,2025,5,zaid,3,26,39,14,4,3,3000
himachal pradesh,kangra,kangra(nagrota bagwan),papaya,other,medium,2025-05-19,3000,3500,3200,2025,5,zaid,3,26,39,46,4,3,500
himachal pradesh,kangra,kangra(nagrota bagwan),potato,other,faq,2025-05-19,1000,1500,1200,2025,5,zaid,3,26,39,31,4,1,500
himachal pradesh,kangra,palampur,apple,apple,medium,2025-05-19,14000,16000,15500,2025,5,zaid,3,26,40,49,41,3,2000
himachal pradesh,kangra,palampur,beetroot,beetroot,faq,2025-05-19,3500,4000,3800,2025,5,zaid,3,26,40,58,64,1,500
himachal pradesh,kangra,palampur,bitter gourd,other,faq,2025-05-19,3000,3200,3100,2025,5,zaid,3,26,40,54,4,1,200
himachal pradesh,kangra,palampur,bottle gourd,bottle gourd,faq,2025-05-19,1700,1800,1750,2025,5,zaid,3,26,40,7,26,1,100
himachal pradesh,kangra,palampur,cucumbar(kheera),other,faq,2025-05-19,1400,1500,1450,2025,5,zaid,3,26,40,8,4,1,100
himachal pradesh,kangra,palampur,green chilli,green chilly,faq,2025-05-19,2800,3000,2900,2025,5,zaid,3,26,40,36,29,1,200
himachal pradesh,kangra,palampur,mango,safeda,medium,2025-05-19,6500,7000,6800,2025,5,zaid,3,26,40,14,50,3,500
himachal pradesh,kangra,palampur,mango,totapuri,medium,2025-05-19,5000,6000,5800,2025,5,zaid,3,26,40,14,12,3,1000
himachal pradesh,kangra,palampur,pineapple,other,medium,2025-05-19,4500,5000,4800,2025,5,zaid,3,26,40,79,4,3,500
himachal pradesh,kangra,palampur,tinda,tinda,faq,2025-05-19,2700,3000,2800,2025,5,zaid,3,26,40,26,21,1,300
himachal pradesh,kangra,palampur,water melon,other,medium,2025-05-19,1400,1500,1450,2025,5,zaid,3,26,40,39,4,3,100
himachal pradesh,kullu,kullu(chauri bihal),cherry,other,medium,2025-05-19,4000,8500,7000,2025,5,zaid,3,128,187,107,4,3,4500
himachal pradesh,kullu,kullu(chauri bihal),peas wet,other,faq,2025-05-19,4000,6000,5000,2025,5,zaid,3,128,187,42,4,1,2000
himachal pradesh,solan,solan(nalagarh),bitter gourd,other,faq,2025-05-19,2500,3000,2800,2025,5,zaid,3,27,41,54,4,1,500
himachal pradesh,solan,solan(nalagarh),cucumbar(kheera),other,faq,2025-05-19,1300,1600,1500,2025,5,zaid,3,27,41,8,4,1,300
himachal pradesh,solan,solan(nalagarh),green chilli,other,faq,2025-05-19,2200,2600,2400,2025,5,zaid,3,27,41,36,4,1,400
himachal pradesh,solan,solan(nalagarh),karbuja(musk melon),karbhuja,medium,2025-05-19,1400,1800,1600,2025,5,zaid,3,27,41,37,30,3,400
himachal pradesh,solan,solan(nalagarh),onion,other,faq,2025-05-19,1400,1800,1600,2025,5,zaid,3,27,41,12,4,1,400
himachal pradesh,solan,solan(nalagarh),potato,other,faq,2025-05-19,1100,1300,1200,2025,5,zaid,3,27,41,31,4,1,200
jammu and kashmir,kathua,kathua,coriander(leaves),coriander,faq,2025-05-19,2000,2500,2250,2025,5,zaid,4,28,42,1,1,1,500
jammu and kashmir,kathua,kathua,green chilli,other,faq,2025-05-19,1800,2000,1900,2025,5,zaid,4,28,42,36,4,1,200
jammu and kashmir,kathua,kathua,indian beans (seam),other,faq,2025-05-19,8000,9000,8500,2025,5,zaid,4,28,42,67,4,1,1000
jammu and kashmir,kathua,kathua,karbuja(musk melon),other,medium,2025-05-19,1000,1200,1100,2025,5,zaid,4,28,42,37,4,3,200
jammu and kashmir,kathua,kathua,lemon,other,faq,2025-05-19,8000,9000,8500,2025,5,zaid,4,28,42,25,4,1,1000
jammu and kashmir,kathua,kathua,mango,totapuri,medium,2025-05-19,4000,4500,4250,2025,5,zaid,4,28,42,14,12,3,500
jammu and kashmir,kathua,kathua,raddish,other,faq,2025-05-19,1500,2000,1750,2025,5,zaid,4,28,42,70,4,1,500
jammu and kashmir,rajouri,rajouri (f&v),banana,other,medium,2025-05-19,6000,6200,6100,2025,5,zaid,4,29,43,40,4,3,200
jammu and kashmir,rajouri,rajouri (f&v),bottle gourd,other,faq,2025-05-19,1500,1700,1600,2025,5,zaid,4,29,43,7,4,1,200
jammu and kashmir,rajouri,rajouri (f&v),brinjal,other,faq,2025-05-19,2500,2700,2600,2025,5,zaid,4,29,43,30,4,1,200
jammu and kashmir,rajouri,rajouri (f&v),mousambi(sweet lime),mousambi,medium,2025-05-19,3500,3700,3600,2025,5,zaid,4,29,43,29,34,3,200
kerala,alappuzha,chengannur,bottle gourd,other,faq,2025-05-19,1400,1700,1500,2025,5,zaid,5,30,44,7,4,1,300
kerala,alappuzha,chengannur,capsicum,other,faq,2025-05-19,0,0,7000,2025,5,zaid,5,30,44,44,4,1,0
kerala,alappuzha,chengannur,cowpea(veg),cowpea (veg),faq,2025-05-19,3400,3700,3500,2025,5,zaid,5,30,44,59,54,1,300
kerala,alappuzha,chengannur,snakeguard,other,faq,2025-05-19,2900,3200,3000,2025,5,zaid,5,30,44,65,4,1,300
kerala,alappuzha,cherthala,bitter gourd,other,faq,2025-05-19,4800,5000,4900,2025,5,zaid,5,30,45,54,4,1,200
kerala,alappuzha,cherthala,cauliflower,cauliflower,faq,2025-05-19,3500,3700,3600,2025,5,zaid,5,30,45,16,67,1,200
kerala,alappuzha,cherthala,cucumbar(kheera),cucumbar,faq,2025-05-19,2500,2700,2600,2025,5,zaid,5,30,45,8,42,1,200
kerala,alappuzha,cherthala,long melon(kakri),other,faq,2025-05-19,5000,5200,5100,2025,5,zaid,5,30,45,38,4,1,200
kerala,alappuzha,cherthala,onion,big,faq,2025-05-19,2500,2700,2600,2025,5,zaid,5,30,45,12,57,1,200
kerala,alappuzha,harippad,capsicum,other,faq,2025-05-19,7000,7600,7000,2025,5,zaid,5,30,46,44,4,1,600
kerala,alappuzha,harippad,ginger(green),other,faq,2025-05-19,5000,5500,5000,2025,5,zaid,5,30,46,27,4,1,500
kerala,alappuzha,mannar,amphophalus,other,faq,2025-05-19,2000,2200,2100,2025,5,zaid,5,30,47,68,4,1,200
kerala,alappuzha,mannar,bhindi(ladies finger),other,faq,2025-05-19,3100,3300,3200,2025,5,zaid,5,30,47,11,4,1,200
kerala,alappuzha,mannar,cabbage,other,faq,2025-05-19,3000,3200,3100,2025,5,zaid,5,30,47,55,4,1,200
kerala,alappuzha,mannar,cucumbar(kheera),cucumbar,faq,2025-05-19,2000,2200,2100,2025,5,zaid,5,30,47,8,42,1,200
kerala,alappuzha,mannar,ginger(green),other,faq,2025-05-19,7000,7200,7100,2025,5,zaid,5,30,47,27,4,1,200
kerala,alappuzha,mannar,onion,big,faq,2025-05-19,2200,2400,2300,2025,5,zaid,5,30,47,12,57,1,200
kerala,alappuzha,mannar,potato,other,faq,2025-05-19,3500,3700,3600,2025,5,zaid,5,30,47,31,4,1,200
kerala,alappuzha,mannar,tomato,other,faq,2025-05-19,3500,3800,3600,2025,5,zaid,5,30,47,9,4,1,300
kerala,ernakulam,angamaly,amaranthus,amaranthus,faq,2025-05-19,2500,3500,3000,2025,5,zaid,5,31,48,56,123,1,1000
kerala,ernakulam,angamaly,green chilli,green chilly,faq,2025-05-19,3200,7000,5000,2025,5,zaid,5,31,48,36,29,1,3800
kerala,ernakulam,angamaly,pineapple,pine apple,large,2025-05-19,3600,6000,5000,2025,5,zaid,5,31,48,79,77,4,2400
kerala,ernakulam,angamaly,potato,potato,faq,2025-05-19,3400,4000,3800,2025,5,zaid,5,31,48,31,51,1,600
kerala,ernakulam,ernakulam,banana,nendra bale,large,2025-05-19,5100,5300,5200,2025,5,zaid,5,31,49,40,65,4,200
kerala,ernakulam,ernakulam,tomato,tomato,faq,2025-05-19,2600,2800,2700,2025,5,zaid,5,31,49,9,10,1,200
kerala,ernakulam,kunnukara  vfpck,banana,nendra bale,large,2025-05-19,4300,4500,4400,2025,5,zaid,5,31,188,40,65,4,200
kerala,ernakulam,malayattoor  vfpck,banana,palayamthodan,large,2025-05-19,0,0,2900,2025,5,zaid,5,31,189,40,59,4,0
kerala,ernakulam,malayattoor  vfpck,banana,poovan,large,2025-05-19,0,0,5000,2025,5,zaid,5,31,189,40,127,4,0
kerala,ernakulam,north paravur,banana - green,banana - green,faq,2025-05-19,5500,6500,6000,2025,5,zaid,5,31,50,57,52,1,1000
kerala,ernakulam,north paravur,capsicum,capsicum,faq,2025-05-19,5000,6000,5500,2025,5,zaid,5,31,50,44,40,1,1000
kerala,ernakulam,north paravur,cauliflower,african sarson,faq,2025-05-19,3500,4000,3800,2025,5,zaid,5,31,50,16,128,1,500
kerala,ernakulam,north paravur,cowpea(veg),cowpea (veg),faq,2025-05-19,2000,3000,2500,2025,5,zaid,5,31,50,59,54,1,1000
kerala,ernakulam,north paravur,ridgeguard(tori),other,faq,2025-05-19,4500,5500,5000,2025,5,zaid,5,31,50,17,4,1,1000
kerala,ernakulam,perumbavoor,black pepper,garbled,faq,2025-05-19,67000,68000,67500,2025,5,zaid,5,31,51,63,60,1,1000
kerala,ernakulam,perumbavoor,bottle gourd,bottle gourd,faq,2025-05-19,1400,2400,1800,2025,5,zaid,5,31,51,7,26,1,1000
kerala,ernakulam,perumbavoor,cabbage,cabbage,faq,2025-05-19,1800,2800,2300,2025,5,zaid,5,31,51,55,53,1,1000
kerala,ernakulam,perumbavoor,cauliflower,cauliflower,faq,2025-05-19,2500,3500,3000,2025,5,zaid,5,31,51,16,67,1,1000
kerala,ernakulam,perumbavoor,coconut seed,coconut seed,faq,2025-05-19,6000,7000,6500,2025,5,zaid,5,31,51,69,129,1,1000
kerala,ernakulam,perumbavoor,field pea,field pea,faq,2025-05-19,2000,3000,2500,2025,5,zaid,5,31,51,74,71,1,1000
kerala,ernakulam,perumbavoor,ginger(dry),dry,faq,2025-05-19,30000,31000,30500,2025,5,zaid,5,31,51,108,130,1,1000
kerala,ernakulam,perumbavoor,little gourd (kundru),other,faq,2025-05-19,2000,3000,2500,2025,5,zaid,5,31,51,28,4,1,1000
kerala,ernakulam,perumbavoor,mango (raw-ripe),mango - raw-ripe,faq,2025-05-19,2000,3000,2500,2025,5,zaid,5,31,51,41,36,1,1000
kerala,ernakulam,thrippunithura,banana - green,banana - green,faq,2025-05-19,5000,7000,5200,2025,5,zaid,5,31,52,57,52,1,2000
kerala,ernakulam,thrippunithura,cluster beans,cluster beans,faq,2025-05-19,4500,6000,4800,2025,5,zaid,5,31,52,33,23,1,1500
kerala,ernakulam,thrippunithura,pumpkin,pumpkin,faq,2025-05-19,2200,4000,2400,2025,5,zaid,5,31,52,64,61,1,1800
kerala,ernakulam,thrippunithura,snakeguard,snakeguard,faq,2025-05-19,4300,5000,4500,2025,5,zaid,5,31,52,65,62,1,700
kerala,ernakulam,thrippunithura,tomato,tomato,faq,2025-05-19,3500,4000,3700,2025,5,zaid,5,31,52,9,10,1,500
kerala,idukki,munnar,papaya,other,medium,2025-05-19,3500,4000,4000,2025,5,zaid,5,129,190,46,4,3,500
kerala,idukki,munnar,potato,other,faq,2025-05-19,4000,6000,5000,2025,5,zaid,5,129,190,31,4,1,2000
kerala,idukki,munnar,pumpkin,other,faq,2025-05-19,2000,3500,3000,2025,5,zaid,5,129,190,64,4,1,1500
kerala,idukki,munnar,tomato,other,faq,2025-05-19,2500,3000,3000,2025,5,zaid,5,129,190,9,4,1,500
kerala,kannur,kannur,bhindi(ladies finger),bhindi,faq,2025-05-19,3200,3400,3300,2025,5,zaid,5,32,191,11,8,1,200
kerala,kannur,thalasserry,carrot,carrot,faq,2025-05-19,3400,3600,3500,2025,5,zaid,5,32,53,22,17,1,200
kerala,kannur,thalasserry,onion,1st sort,faq,2025-05-19,1800,2100,2000,2025,5,zaid,5,32,53,12,81,1,300
kerala,kottayam,ettumanoor,onion,big,faq,2025-05-19,2100,2300,2200,2025,5,zaid,5,33,54,12,57,1,200
kerala,kottayam,ettumanoor,potato,potato,faq,2025-05-19,3200,3400,3300,2025,5,zaid,5,33,54,31,51,1,200
kerala,kottayam,ettumanoor,snakeguard,snakeguard,faq,2025-05-19,3700,4000,3800,2025,5,zaid,5,33,54,65,62,1,300
kerala,kottayam,pampady,banana - green,banana - green,faq,2025-05-19,6000,7000,6500,2025,5,zaid,5,33,55,57,52,1,1000
kerala,kottayam,pampady,bhindi(ladies finger),bhindi,faq,2025-05-19,3300,4500,4000,2025,5,zaid,5,33,55,11,8,1,1200
kerala,kottayam,pampady,cauliflower,other,faq,2025-05-19,4000,5000,4500,2025,5,zaid,5,33,55,16,4,1,1000
kerala,kottayam,pampady,cowpea(veg),other,faq,2025-05-19,4500,5500,5000,2025,5,zaid,5,33,55,59,4,1,1000
kerala,kottayam,pampady,cucumbar(kheera),other,faq,2025-05-19,1500,2500,2000,2025,5,zaid,5,33,55,8,4,1,1000
kerala,kottayam,pampady,potato,other,faq,2025-05-19,3300,4500,4000,2025,5,zaid,5,33,55,31,4,1,1200
